N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
55.71,38.88,53.33,38.25,7.15,34.32,51.18,282.46,Loamy,shallot,None,0.0
58.37,17.21,18.36,23.73,4.77,27.92,73.97,174.03,Loamy,shallot,Kapur-Dolomit,1.93
58.57,47.23,30.32,40.81,8.21,26.2,75.11,195.79,Peat,rice,None,0.45
92.38,24.87,69.71,49.28,6.01,25.37,60.23,11.23,Sandy,tomato,None,0.07
68.17,36.2,32.59,48.21,6.89,27.21,60.29,31.41,Clay,tomato,None,1.81
73.78,42.72,19.35,33.82,6.08,28.97,77.09,61.27,Clay,maize,KCl,2.4
64.84,38.11,35.42,32.42,6.92,23.3,66.67,364.47,Loamy,chili,None,0.0
,12.65,9.96,40.09,7.44,32.11,76.7,49.94,Clay,maize,SP-36,2.52
95.13,24.35,52.27,44.88,4.93,27.83,71.32,39.9,Loamy,chili,None,0.73
70.89,32.79,58.22,24.63,5.14,29.09,74.78,80.83,Silt,maize,None,3.31
67.2,16.21,71.6,98.0,5.3,23.69,75.96,109.6,Sandy,shallot,SP-36,0.0
72.13,75.0,48.01,65.53,5.28,31.64,63.52,121.81,Peat,chili,KCl,0.26
,49.56,56.14,47.69,,30.66,74.26,40.02,Loamy,tomato,None,2.25
11.07,27.23,48.97,45.45,5.8,26.76,77.89,24.49,Clay,tomato,Urea,2.06
41.09,38.82,33.03,24.63,5.68,18.63,65.71,2.27,Loamy,rice,None,6.1
76.34,29.67,32.62,30.86,7.35,24.89,100.0,43.65,Silt,maize,None,2.57
28.18,30.29,33.12,56.38,5.29,27.06,90.64,111.08,Silt,maize,Urea,0.0
74.28,63.94,33.5,53.0,7.97,33.46,71.05,21.32,Silt,shallot,None,1.95
84.65,34.58,62.91,52.47,6.22,29.9,79.58,266.37,Clay,shallot,None,0.0
79.15,21.32,,48.56,6.19,28.68,81.44,5.8,Sandy,shallot,None,2.04
84.91,20.27,20.05,41.21,7.81,28.62,79.73,71.58,Sandy,maize,KCl,1.54
40.4,,2.93,73.67,6.15,26.93,73.15,88.02,Loamy,chili,KCl,0.0
119.31,20.96,73.69,21.68,5.5,30.37,54.46,97.76,Peat,chili,None,4.67
76.08,17.91,66.06,39.94,8.4,34.73,53.39,14.96,Peat,maize,SP-36,3.97
44.91,57.46,27.31,66.68,6.28,27.91,74.84,218.97,Silt,rice,KCl,0.0
43.57,62.55,44.0,40.84,6.47,27.77,79.39,32.71,Clay,rice,None,2.81
89.66,20.02,69.45,58.81,,27.42,79.13,23.29,Clay,chili,Kapur-Dolomit,0.51
40.32,51.55,29.14,48.71,4.03,27.38,68.08,213.04,Silt,tomato,Kapur-Dolomit,0.0
58.67,51.03,28.94,50.35,5.69,17.55,97.7,346.54,Silt,rice,None,0.0
87.56,47.41,19.05,57.56,6.43,30.17,77.56,21.88,Loamy,maize,KCl,1.83
61.16,45.69,49.24,81.57,6.04,19.14,81.32,143.04,Sandy,maize,None,0.0
61.01,23.42,25.78,,,29.59,85.06,73.15,Sandy,chili,KCl,0.14
109.6,15.84,12.43,55.41,6.46,29.47,68.07,7.99,Peat,maize,SP-36,1.74
31.07,24.43,35.27,56.47,7.91,32.44,79.83,114.68,Silt,maize,NPK-16-16-16,1.03
,56.75,35.45,,6.05,28.65,58.09,24.44,Silt,tomato,None,3.47
54.93,39.0,78.63,22.17,5.64,31.78,70.4,143.32,Sandy,maize,None,3.79
76.98,0.0,37.16,27.64,5.6,30.84,54.38,33.53,Silt,chili,SP-36,3.82
103.14,19.66,49.82,24.79,4.87,21.95,60.85,,Loamy,shallot,SP-36,3.7
49.68,65.7,52.46,26.36,6.57,25.45,,69.02,Sandy,chili,None,2.56
83.95,58.13,3.15,53.95,6.82,33.28,78.36,91.35,Loamy,chili,KCl,0.35
88.44,16.29,12.41,14.84,5.61,32.41,77.36,31.0,Clay,rice,SP-36,7.86
51.18,31.24,,50.48,7.9,27.98,70.79,8.42,Peat,maize,None,0.71
75.18,67.62,33.21,51.22,6.94,26.36,68.19,,Clay,shallot,None,0.16
,0.0,17.23,46.34,8.77,30.8,66.86,12.22,Loamy,maize,SP-36,2.31
73.41,48.58,89.33,38.06,6.64,28.3,54.81,119.29,Loamy,shallot,None,2.38
56.36,19.11,38.53,48.01,5.23,26.45,94.42,1.03,Loamy,maize,SP-36,0.59
65.07,7.29,57.42,53.49,5.29,24.2,83.22,33.97,Clay,shallot,SP-36,0.03
25.13,42.67,37.46,13.7,6.76,30.98,71.08,145.1,Clay,rice,None,5.66
74.2,44.26,80.96,76.15,5.76,26.74,79.77,21.96,Sandy,maize,Organik,0.68
62.24,38.06,,,6.0,35.18,77.9,5.14,,shallot,None,4.78
39.97,37.23,10.25,30.56,6.48,25.81,74.84,77.84,Clay,chili,KCl,1.42
68.06,29.99,67.81,59.39,6.21,29.79,74.89,,Clay,tomato,None,0.0
30.28,,53.85,45.68,6.92,28.25,78.52,13.26,Clay,shallot,None,0.42
51.37,34.08,44.72,,5.55,24.94,71.55,48.65,Peat,maize,None,2.55
68.22,36.69,77.31,67.39,,28.11,66.86,19.59,Silt,shallot,Organik,0.9
0.0,28.15,51.41,44.65,5.56,29.94,70.72,105.68,Clay,rice,Urea,2.66
21.25,43.11,77.99,45.67,6.3,28.86,63.98,53.86,Loamy,shallot,Urea,2.77
110.05,42.86,52.9,29.57,4.34,24.63,73.96,9.32,Loamy,shallot,Urea,1.84
68.89,27.74,35.56,38.33,5.82,26.91,68.52,146.13,Sandy,rice,None,2.35
60.76,56.14,26.52,42.47,4.85,32.49,68.98,130.43,Sandy,maize,Kapur-Dolomit,1.67
87.46,47.66,43.98,29.16,5.6,23.66,88.45,51.56,Peat,tomato,None,2.2
35.61,30.66,65.45,20.78,6.78,27.92,52.44,124.14,Clay,rice,Urea,5.1
90.58,42.88,45.84,,6.55,26.39,76.01,5.93,Silt,tomato,None,1.18
48.86,34.03,52.45,36.83,5.88,21.21,75.24,96.83,Peat,maize,None,0.0
68.74,6.49,26.45,55.41,6.24,30.47,69.48,398.24,Silt,shallot,SP-36,0.0
60.77,15.51,25.13,71.74,6.56,27.12,73.49,28.5,Sandy,shallot,SP-36,0.0
84.82,24.98,35.91,15.97,5.91,23.33,84.67,345.96,Loamy,rice,None,1.73
41.86,23.78,75.28,43.92,6.57,31.65,89.12,138.57,Loamy,chili,None,1.65
,45.5,65.23,30.36,5.95,27.97,,12.02,Loamy,chili,None,2.5
51.19,10.97,70.22,23.63,5.23,26.29,76.53,103.19,Clay,chili,SP-36,2.36
59.09,41.72,32.45,19.26,7.26,30.53,85.28,15.95,Clay,maize,None,5.58
55.37,29.42,10.43,,5.47,31.13,77.34,14.88,Clay,maize,KCl,2.44
23.21,7.91,45.09,32.94,4.37,28.98,87.74,61.64,Sandy,shallot,Kapur-Dolomit,0.61
41.03,63.74,43.72,55.34,6.22,25.11,94.88,53.5,Loamy,tomato,None,0.0
62.73,,20.43,,7.06,41.47,84.07,239.14,Clay,maize,KCl,3.83
100.83,25.19,62.75,78.32,8.54,23.71,68.24,52.05,Sandy,chili,Organik,0.86
22.4,43.54,62.84,32.43,5.0,28.73,54.02,51.12,Clay,maize,Urea,3.86
63.83,33.2,74.14,65.01,5.76,31.15,55.62,46.88,Clay,rice,Organik,2.84
18.85,33.13,19.52,67.12,6.56,32.32,74.11,35.7,Loamy,rice,Kapur-Dolomit,1.5
59.82,21.08,33.23,31.53,6.71,24.79,62.94,152.45,Sandy,maize,None,1.38
45.19,12.03,35.32,50.52,5.26,28.19,,120.08,Sandy,shallot,SP-36,0.37
73.24,25.49,39.75,84.88,7.18,34.13,85.65,11.85,Loamy,tomato,Organik,2.15
41.09,29.15,14.78,36.79,5.49,28.9,82.66,57.89,Loamy,chili,SP-36,1.69
46.03,44.07,19.79,,5.85,32.13,72.18,103.14,Loamy,rice,KCl,1.12
60.57,59.51,70.48,40.36,6.67,32.49,83.93,96.84,Loamy,shallot,None,2.43
61.03,54.19,46.9,30.84,7.16,26.52,87.14,,Peat,chili,None,2.82
89.5,14.77,74.11,52.87,8.23,36.03,78.05,23.75,Loamy,chili,SP-36,2.0
66.58,44.64,49.82,49.16,5.58,31.42,56.18,12.26,Sandy,chili,None,2.29
66.03,60.53,33.15,21.38,6.09,35.64,56.21,45.7,Clay,rice,None,7.37
,11.01,53.32,19.78,5.55,28.22,89.26,16.36,Clay,shallot,SP-36,4.76
76.03,57.6,50.79,70.88,6.64,24.77,83.31,94.69,Sandy,rice,None,0.5
12.03,34.76,32.23,20.5,,23.07,77.8,85.88,Loamy,maize,Urea,2.45
42.36,46.69,38.9,62.46,5.51,32.49,65.52,,Sandy,tomato,None,0.57
70.11,53.52,24.22,51.48,,27.74,82.85,47.52,Loamy,rice,KCl,0.98
124.57,53.24,36.61,61.29,5.65,19.29,86.39,9.09,Peat,maize,None,0.65
38.13,51.98,61.45,49.13,6.47,29.42,67.73,17.88,Sandy,chili,SP-36,1.3
52.79,51.63,87.16,50.56,5.9,29.46,75.18,364.45,Loamy,maize,None,0.0
82.15,45.48,58.67,34.81,6.23,25.53,75.17,2.16,Loamy,chili,None,2.73
57.31,25.29,23.62,54.69,,36.19,76.9,31.76,Silt,chili,KCl,1.77
35.76,26.83,97.71,59.55,5.65,19.5,72.18,113.8,Peat,chili,None,0.0
32.33,22.86,46.47,55.11,,29.64,83.02,177.27,Silt,tomato,None,0.0
,24.8,63.82,45.19,6.07,31.86,72.72,42.24,Loamy,shallot,None,1.74
67.54,41.53,37.76,55.49,6.65,34.11,64.64,79.34,Silt,shallot,None,1.96
48.23,,59.88,72.6,5.16,33.77,63.37,30.33,Sandy,shallot,None,1.06
68.29,31.79,33.71,30.46,6.34,32.04,60.26,99.28,Clay,tomato,None,3.67
103.23,55.05,77.15,40.32,6.05,20.78,100.0,4.45,Silt,shallot,NPK-16-16-16,0.63
52.65,38.69,52.03,64.65,5.02,31.04,78.73,58.61,Clay,maize,Organik,0.11
,49.8,28.96,46.58,,27.11,86.01,1.74,Clay,chili,None,1.14
0.0,45.06,57.23,17.57,7.3,27.22,54.86,33.84,Loamy,tomato,Urea,4.99
91.93,24.01,21.33,28.77,6.87,34.94,73.75,92.03,Sandy,rice,KCl,5.0
66.46,24.08,32.09,42.09,7.96,25.81,,17.92,Clay,shallot,None,0.65
103.21,39.23,32.76,70.24,6.65,32.07,63.99,76.37,Clay,maize,Organik,1.1
49.56,48.79,46.22,58.04,6.75,35.65,65.9,160.91,,maize,None,1.68
79.43,52.82,88.03,37.16,4.75,30.73,78.68,104.67,Sandy,shallot,Kapur-Dolomit,1.66
61.31,47.75,45.05,59.94,7.02,28.35,96.16,248.64,Peat,maize,None,0.0
71.18,26.47,46.56,75.47,5.65,27.31,,32.45,Sandy,tomato,Organik,0.13
115.03,40.31,,27.39,7.55,26.38,94.05,27.32,Peat,tomato,Kapur-Dolomit,2.46
50.09,37.84,2.12,56.56,7.0,29.51,65.56,1.76,Clay,tomato,KCl,1.51
0.0,76.58,65.48,51.73,4.4,36.29,81.79,127.48,Loamy,maize,Kapur-Dolomit,0.75
49.92,34.22,54.43,61.54,,26.61,82.19,68.4,Sandy,tomato,KCl,0.0
77.34,0.0,26.34,31.82,6.69,33.4,59.28,78.22,Loamy,shallot,SP-36,3.74
64.77,23.57,26.61,44.48,6.51,28.94,84.36,1.68,Clay,chili,KCl,2.15
35.67,44.32,49.2,51.8,7.7,28.43,83.09,229.42,Loamy,chili,None,0.0
53.36,34.97,45.65,34.24,5.95,24.21,81.51,12.26,Clay,shallot,None,2.37
82.64,21.31,50.89,31.64,6.45,28.36,69.95,36.92,Sandy,maize,None,3.58
39.77,17.82,81.15,7.79,3.77,35.64,61.8,76.57,Clay,chili,Kapur-Dolomit,7.46
23.58,10.71,52.71,32.85,7.48,34.59,85.29,28.47,Silt,maize,NPK-16-16-16,2.72
48.71,46.06,21.27,41.32,6.65,22.72,73.04,66.96,Loamy,maize,Organik,0.93
100.97,27.36,54.23,38.7,5.69,24.26,90.55,153.56,Loamy,maize,None,0.2
83.95,56.09,54.4,27.35,5.83,19.5,88.16,264.76,,shallot,None,0.38
113.63,39.63,18.02,60.04,6.41,25.46,61.03,59.25,Loamy,maize,KCl,0.0
49.49,38.61,13.44,50.83,7.11,27.15,80.65,51.72,Loamy,tomato,KCl,0.07
58.16,1.81,41.6,,7.32,22.49,88.48,78.46,Sandy,maize,SP-36,0.0
34.09,45.69,24.56,53.91,7.24,31.11,69.52,10.43,Loamy,maize,Urea,1.44
73.32,50.61,33.07,44.82,6.01,27.31,75.91,76.81,Sandy,rice,None,0.61
59.21,3.06,26.26,70.87,5.7,22.47,73.37,74.75,Clay,chili,SP-36,0.0
21.27,75.51,37.73,53.54,7.64,32.82,95.41,53.68,Loamy,rice,Urea,3.61
40.96,41.31,29.86,,6.75,28.26,86.68,323.51,Loamy,maize,None,0.0
90.91,41.61,32.98,58.21,,33.94,78.21,14.84,Loamy,tomato,None,0.86
58.95,21.01,58.8,32.2,6.86,28.8,79.64,93.05,Loamy,chili,None,1.45
76.9,63.17,71.47,45.58,7.63,31.09,60.25,18.43,Loamy,shallot,None,3.13
38.07,23.72,73.64,54.68,4.49,26.26,81.2,27.2,Loamy,tomato,Kapur-Dolomit,0.56
49.79,32.9,44.41,37.45,7.09,27.83,75.49,25.01,Peat,rice,None,4.36
58.71,33.72,77.7,45.44,6.45,29.23,94.93,255.51,Sandy,maize,None,0.0
139.64,39.35,40.99,40.31,6.08,32.9,65.25,70.88,Loamy,rice,None,2.84
54.74,52.19,42.23,,6.78,21.69,82.52,4.09,Sandy,tomato,None,0.0
11.57,12.7,66.57,74.29,5.5,33.47,68.83,105.36,Silt,chili,NPK-16-16-16,0.52
52.0,20.92,96.01,19.25,,31.15,82.25,12.78,Silt,chili,None,5.09
69.96,29.83,18.28,30.9,6.4,31.31,76.32,87.02,Peat,shallot,KCl,3.49
98.62,9.33,11.88,32.46,6.48,22.85,77.95,23.6,Peat,rice,SP-36,3.3
80.0,8.9,44.27,48.0,6.56,26.67,89.08,79.65,Peat,shallot,SP-36,0.0
58.21,45.47,22.53,42.08,4.65,30.79,79.87,68.74,Loamy,rice,Kapur-Dolomit,1.83
81.04,8.1,43.1,,6.2,24.53,61.16,224.28,Clay,shallot,SP-36,0.0
21.45,37.21,32.28,27.45,6.12,30.96,56.82,249.11,Loamy,maize,Urea,3.07
36.02,17.38,37.51,46.34,5.58,28.32,80.38,30.05,Loamy,shallot,SP-36,1.33
,26.88,37.98,35.45,6.02,32.83,87.33,108.41,Loamy,rice,None,4.01
77.15,12.51,30.01,39.99,5.52,28.43,56.85,2.65,Sandy,shallot,SP-36,3.46
,34.12,93.82,60.1,5.33,23.66,56.99,3.75,Sandy,shallot,Organik,0.44
93.26,21.05,28.53,9.31,7.76,23.76,74.67,31.18,Sandy,chili,None,5.01
79.34,72.98,29.91,64.03,6.93,27.24,75.2,40.96,Peat,tomato,None,0.94
101.6,54.77,39.2,54.17,4.36,27.71,95.7,3.39,Sandy,chili,Kapur-Dolomit,0.0
97.47,42.33,55.73,56.29,5.82,32.73,58.34,286.93,,maize,None,0.0
60.07,0.0,24.12,34.48,4.41,27.78,91.16,89.57,Loamy,tomato,Kapur-Dolomit,2.15
79.66,48.05,33.92,21.76,6.04,33.59,69.48,48.57,Peat,maize,None,6.03
47.58,51.44,89.39,67.93,4.69,35.56,73.66,102.28,Sandy,chili,Kapur-Dolomit,0.23
72.0,35.46,59.43,50.61,8.06,31.22,59.61,321.17,Clay,rice,None,0.93
72.14,38.91,56.31,63.82,5.04,25.66,,19.79,Clay,rice,Organik,2.95
78.0,68.99,42.25,60.38,5.64,36.76,98.4,221.51,Loamy,maize,None,0.0
,43.87,48.95,61.69,7.5,30.42,65.63,22.28,Clay,tomato,Organik,1.9
86.06,42.16,68.7,42.87,6.22,27.41,89.22,25.4,Clay,chili,None,1.22
,44.63,43.1,47.4,5.86,20.7,61.84,20.04,Clay,maize,Urea,1.45
61.83,0.0,65.55,33.04,5.45,27.08,60.8,277.42,Silt,maize,SP-36,0.3
85.61,57.56,68.08,21.64,7.2,30.03,54.46,83.43,Sandy,rice,None,5.03
34.41,0.0,82.82,37.87,5.85,29.17,79.56,73.12,Loamy,maize,NPK-16-16-16,1.11
86.05,,51.95,36.08,5.88,30.59,72.27,,Sandy,rice,None,3.47
88.92,18.37,38.23,44.57,6.51,24.07,84.38,17.7,Loamy,maize,SP-36,0.69
94.86,4.83,58.16,58.47,6.56,32.6,73.54,79.56,Peat,rice,SP-36,2.75
37.59,29.82,41.8,42.68,7.22,26.72,79.49,58.92,Sandy,maize,None,1.77
67.52,35.22,51.45,68.37,6.37,24.71,71.45,95.23,Clay,tomato,Organik,0.0
83.68,26.83,23.62,50.64,7.3,24.89,74.06,204.15,Clay,tomato,KCl,0.0
46.86,59.72,34.57,29.57,7.55,19.57,80.97,146.08,Peat,shallot,Organik,0.85
25.34,22.68,76.63,31.66,5.01,34.16,80.32,8.37,Peat,rice,Kapur-Dolomit,4.37
55.12,43.18,23.55,,6.63,29.25,72.91,15.63,Loamy,tomato,KCl,1.36
102.36,42.07,49.97,30.11,7.8,25.7,90.7,106.57,Loamy,tomato,None,1.03
59.99,53.12,21.97,11.06,4.71,25.83,64.23,166.3,Clay,shallot,KCl,3.64
15.26,30.61,43.16,62.41,6.42,34.83,62.78,100.65,Clay,tomato,Urea,0.55
47.65,49.92,68.42,46.3,5.03,21.38,68.96,10.89,Sandy,chili,None,1.07
66.19,25.7,24.58,63.52,7.09,29.9,87.54,116.21,Loamy,chili,KCl,0.49
81.99,25.08,43.38,48.48,5.83,31.98,57.65,27.55,Clay,maize,None,2.88
53.22,,57.23,39.03,6.84,31.36,87.82,39.87,Loamy,rice,None,3.62
90.93,33.98,36.1,81.51,5.28,21.77,99.04,60.41,Loamy,shallot,Organik,0.0
24.2,0.0,37.87,,7.12,34.55,,8.65,Loamy,shallot,NPK-16-16-16,3.07
59.01,22.22,73.6,39.02,5.78,34.33,68.35,33.01,Loamy,shallot,None,3.38
29.96,3.73,0.0,65.91,7.29,21.48,100.0,106.77,Sandy,tomato,NPK-16-16-16,0.0
59.93,58.86,57.4,46.45,6.98,33.78,62.09,92.36,Clay,shallot,NPK-16-16-16,2.46
78.74,29.53,34.07,54.32,6.46,30.32,76.35,144.39,Silt,chili,None,0.0
81.61,55.25,44.37,22.13,5.88,22.44,62.37,67.34,Clay,rice,None,4.73
40.13,33.71,41.5,65.49,6.46,28.98,70.54,65.14,Sandy,tomato,Organik,0.62
107.87,35.79,58.55,34.09,5.72,24.01,38.88,126.62,Clay,chili,None,2.07
62.51,44.78,65.28,37.98,5.7,25.44,71.49,160.28,Silt,shallot,None,1.67
88.14,37.04,25.6,59.1,5.56,26.48,72.5,11.8,Clay,chili,KCl,0.61
63.98,26.01,76.81,40.15,7.34,19.25,81.19,9.39,Sandy,chili,None,0.84
68.41,7.35,25.27,36.42,6.69,25.16,81.94,5.18,Clay,tomato,SP-36,1.98
55.32,47.36,29.52,50.75,5.41,29.86,72.15,118.77,Clay,shallot,None,0.41
77.13,1.36,0.9,64.18,6.49,26.24,70.48,33.64,Sandy,shallot,SP-36,0.0
68.36,1.1,35.51,58.94,6.66,30.59,64.25,21.45,Sandy,rice,SP-36,3.54
58.47,46.94,49.5,68.64,5.28,19.06,75.6,7.69,Loamy,maize,None,0.48
44.67,5.92,29.6,37.45,7.29,23.72,72.31,124.33,Loamy,chili,SP-36,0.13
59.24,57.88,90.69,50.22,6.68,28.98,71.23,323.5,Sandy,chili,None,0.0
74.95,33.16,46.25,41.17,7.37,28.21,88.74,254.42,Loamy,tomato,None,0.0
53.55,0.0,79.71,48.84,6.9,27.86,70.13,149.9,Sandy,shallot,SP-36,0.0
76.71,40.08,55.79,49.7,5.74,28.94,86.4,67.01,Clay,rice,None,0.99
93.52,61.67,66.23,77.65,5.74,31.03,,450.0,Clay,rice,None,0.0
56.49,38.31,27.92,53.1,5.71,27.36,88.2,53.85,Loamy,chili,KCl,0.0
38.04,55.3,76.76,43.81,7.11,22.51,73.34,234.68,Silt,tomato,None,0.0
39.05,,12.18,37.27,6.57,31.46,47.29,12.41,Loamy,chili,SP-36,3.56
41.81,30.18,64.26,45.69,6.49,31.84,67.07,76.2,Loamy,tomato,None,1.79
77.27,72.67,67.11,47.67,5.77,28.91,82.85,53.66,Clay,maize,None,0.79
72.42,5.28,52.65,37.64,5.99,27.34,100.0,47.96,Peat,chili,SP-36,0.93
42.52,,42.89,36.3,5.55,31.13,77.92,183.44,Sandy,tomato,SP-36,1.4
52.92,19.15,41.22,53.51,5.27,32.41,60.52,142.01,Peat,shallot,Kapur-Dolomit,1.19
108.73,55.42,78.32,29.64,6.27,19.81,56.29,118.88,Loamy,chili,None,2.42
84.31,2.53,17.58,33.33,6.07,25.07,86.44,34.73,Clay,chili,SP-36,1.65
14.92,60.01,56.43,38.58,5.71,30.23,75.41,0.35,Sandy,tomato,Urea,3.35
68.35,,54.28,,6.06,20.24,63.51,15.25,Loamy,shallot,None,1.39
28.88,38.14,6.25,57.31,6.66,37.12,70.33,19.82,Clay,tomato,Urea,2.6
78.75,50.77,41.48,57.37,5.72,34.38,,72.08,Loamy,maize,None,1.3
21.21,27.84,52.7,27.38,,23.54,,24.06,Loamy,chili,Urea,3.38
23.05,22.51,41.05,55.54,5.4,32.09,67.4,86.58,Clay,maize,Urea,1.9
69.44,41.22,86.85,33.29,6.82,21.86,64.83,116.77,Clay,shallot,None,0.28
39.86,13.89,40.57,23.08,6.77,27.23,87.47,23.95,Sandy,maize,SP-36,3.83
35.07,28.59,32.74,40.42,7.03,29.29,85.11,,Silt,rice,Urea,3.2
44.68,,32.9,65.52,6.94,30.18,43.79,75.23,Silt,maize,None,0.52
59.77,20.81,55.68,53.14,6.34,24.62,73.08,76.44,Sandy,tomato,None,0.0
,67.31,49.71,45.86,6.97,24.88,86.87,284.69,Sandy,rice,None,0.0
21.83,34.07,52.92,71.01,6.2,31.58,67.52,127.58,Sandy,maize,Urea,0.66
71.84,13.53,63.6,31.78,6.12,36.27,56.89,12.11,Clay,chili,SP-36,5.01
61.57,32.94,28.4,55.1,6.56,28.36,77.18,37.77,Clay,shallot,None,0.68
32.55,29.04,43.74,26.98,5.1,34.06,81.79,230.6,Sandy,tomato,None,2.23
91.11,46.85,23.04,37.89,5.54,25.23,63.63,106.23,Loamy,shallot,KCl,2.03
58.86,13.76,20.85,40.95,6.64,24.33,76.84,98.75,Silt,shallot,SP-36,0.03
,52.43,47.54,37.03,,29.52,67.11,40.74,Silt,chili,None,1.77
57.49,43.44,25.14,21.38,5.94,22.8,62.44,27.09,Silt,shallot,KCl,3.95
59.67,24.42,75.98,60.8,6.13,23.34,92.16,16.82,Peat,tomato,Organik,0.0
110.32,25.31,50.6,38.06,7.11,32.84,82.73,2.0,Sandy,rice,None,4.94
68.13,41.34,33.61,20.74,7.99,20.97,46.2,199.59,Clay,chili,None,2.18
15.29,53.1,61.83,31.05,6.88,29.0,70.2,87.82,Sandy,rice,Urea,3.3
54.59,9.45,28.38,20.42,5.44,32.15,93.33,0.27,Clay,tomato,SP-36,5.53
70.15,34.29,33.2,43.45,6.22,28.92,79.76,348.7,Clay,rice,None,0.0
50.2,30.72,65.69,57.34,6.15,30.99,75.36,59.06,Silt,tomato,None,0.0
5.9,46.64,44.49,40.94,8.22,28.27,56.72,75.95,Loamy,rice,Urea,3.94
75.29,36.29,64.77,56.01,7.05,30.13,65.65,244.02,Loamy,maize,None,0.32
77.56,23.82,48.73,32.11,6.12,37.52,69.98,121.91,Loamy,shallot,None,4.14
48.35,0.0,57.63,,6.77,19.56,70.65,10.59,Clay,rice,SP-36,1.75
94.41,29.59,21.41,42.84,6.48,20.24,58.6,50.85,Clay,tomato,KCl,1.07
85.3,26.25,9.07,57.19,5.55,25.45,65.82,13.04,Sandy,tomato,KCl,0.91
25.44,75.48,63.39,48.47,5.03,27.12,85.3,92.28,Clay,rice,Urea,1.67
96.32,19.7,24.92,44.24,6.46,30.41,55.37,88.21,Clay,shallot,SP-36,2.18
60.35,37.93,69.79,70.39,6.71,17.54,82.06,106.25,Loamy,shallot,Organik,0.0
42.11,48.17,16.05,32.71,5.69,28.45,,5.71,Peat,shallot,KCl,3.25
47.6,,4.84,38.52,6.61,31.45,72.69,148.31,Sandy,chili,SP-36,1.61
64.41,76.28,75.83,35.78,6.98,19.69,65.74,30.26,Sandy,rice,None,3.58
72.24,49.2,40.5,32.74,5.58,25.57,81.48,143.96,Loamy,rice,SP-36,1.61
62.28,49.35,39.53,66.14,7.05,26.84,95.01,22.44,Peat,chili,None,0.0
16.69,46.83,32.7,52.57,6.66,21.06,70.54,58.23,Loamy,rice,Urea,0.82
26.46,34.91,43.16,76.45,6.36,32.14,72.26,243.85,Peat,maize,Urea,0.0
82.92,50.88,51.39,59.2,5.99,17.29,100.0,258.02,Sandy,shallot,None,0.0
,36.56,26.78,57.83,6.37,32.44,70.78,47.23,Sandy,rice,KCl,2.01
99.43,19.55,33.64,,6.68,17.07,74.0,151.29,Sandy,shallot,SP-36,0.0
70.05,33.75,43.89,45.46,6.29,25.82,70.39,12.4,Sandy,chili,None,0.9
102.8,32.77,16.89,48.99,6.72,26.22,65.36,118.67,Loamy,rice,KCl,0.84
73.38,67.53,54.37,73.82,5.83,28.23,61.6,30.78,Sandy,shallot,None,0.82
57.61,31.7,52.31,50.16,6.29,23.02,71.39,99.34,Clay,tomato,None,0.0
,27.48,33.67,33.97,8.33,30.95,60.96,1.93,Loamy,shallot,Urea,2.88
113.56,66.26,75.57,42.03,5.78,22.13,70.68,25.65,Loamy,tomato,None,1.7
61.43,5.49,51.51,62.62,5.73,24.33,81.26,1.35,Loamy,shallot,SP-36,0.82
56.7,31.97,51.92,35.34,5.95,29.66,69.87,170.21,Loamy,shallot,None,1.28
103.68,37.44,56.72,32.58,5.47,25.26,81.42,46.85,Clay,maize,None,1.8
93.28,41.43,27.1,33.24,6.24,26.59,58.56,100.89,Clay,tomato,Kapur-Dolomit,3.06
44.99,46.2,66.55,55.12,7.4,28.58,84.57,49.55,Sandy,maize,None,0.08
74.11,44.27,77.74,62.86,6.68,23.74,82.35,450.0,Peat,tomato,Organik,0.0
69.76,29.17,67.57,34.65,,28.25,72.43,64.24,Sandy,tomato,None,2.17
54.61,33.43,69.54,47.25,5.78,23.73,87.92,21.48,Sandy,chili,None,0.21
53.94,14.88,57.01,57.0,5.98,21.75,77.87,60.79,Silt,rice,SP-36,1.06
98.03,58.84,29.25,,7.06,29.88,76.52,,Loamy,maize,None,4.16
37.73,3.31,36.25,20.61,5.86,20.63,77.46,42.14,Silt,tomato,SP-36,3.15
130.83,27.16,75.09,33.7,7.02,33.86,63.25,89.73,Loamy,chili,None,3.5
31.92,30.82,55.45,38.42,5.55,27.77,57.87,94.08,Silt,tomato,None,2.01
87.19,36.5,14.34,52.58,5.13,33.66,91.79,12.73,Peat,rice,Kapur-Dolomit,3.84
90.06,27.85,16.35,33.57,7.91,41.2,80.65,3.19,Loamy,maize,KCl,4.75
40.64,13.12,30.81,55.05,,24.42,87.29,90.99,Loamy,chili,SP-36,0.0
64.14,39.27,26.13,33.6,7.27,15.04,100.0,123.44,Clay,rice,KCl,1.8
16.97,2.88,59.01,49.97,6.54,32.61,50.36,34.04,Sandy,chili,Urea,2.06
29.99,47.41,53.04,44.32,5.97,20.99,73.53,,Silt,shallot,Urea,0.08
83.52,44.38,63.05,58.24,7.67,28.45,69.33,143.29,Loamy,tomato,Organik,0.2
41.53,46.02,34.78,41.25,4.69,28.11,82.97,7.29,Sandy,shallot,None,1.96
96.01,44.76,13.72,50.78,5.95,28.55,70.77,47.53,Clay,rice,KCl,1.25
